student_id,gpa,skills,reservation,rural,gender,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6
S00707,5.74,design;manufacturing;autocad,OBC,1,F,I006,I047,I001,I021,I059,I007
S00708,7.99,sql;networking;python;excel,GEN,0,M,I003,I056,I030,I054,I051,I039
S00709,9.09,analysis;manufacturing,OBC,0,M,I006,I063,I011,I062,I068,I028
S00710,7.18,cloud;seo;java;excel,GEN,0,O,I030,I045,I058,I042,I039,I012
S00711,8.53,analysis;autocad;cad_modelling;sql;surveying,OBC,1,M,I019,I021,I004,I038,I032,I001
S00712,7.59,frontend;excel,OBC,1,M,I014,I046,I012,I041,I020,I023
S00713,5.4,financial_modeling;analysis;surveying;sql;communication,GEN,0,F,I045,I062,I011,I068,I043,I064
S00714,7.19,sql;presentation;excel;construction_management,GEN,0,M,I042,I039,I010,I015,I030,I003
S00715,6.34,presentation;communication,OBC,1,F,I015,I043,I042,I065,I011,I063
S00716,7.43,writing;seo;python,OBC,0,M,I043,I049,I063,I051,I012,I036
S00717,7.02,autocad;cad_modelling;design;java,SC,1,M,I001,I059,I021,I006,I047,I028
S00718,8.8,frontend;networking;construction_management;python,ST,1,M,I037,I014,I008,I036,I050,I003
S00719,6.81,design;writing;seo,GEN,0,F,I049,I022,I043,I012,I059,I040
S00720,6.04,ml;networking;sql,OBC,0,M,I003,I051,I050,I054,I057,I056
S00721,7.47,manufacturing;autocad;excel,GEN,0,F,I001,I015,I039,I006,I042,I021
S00722,6.69,networking;python;excel,GEN,1,F,I003,I051,I056,I063,I050,I037
S00723,7,design;presentation;python;financial_modeling,OBC,1,M,I049,I063,I033,I044,I036,I015
S00724,9.1,networking;cad_modelling;surveying;java,GEN,1,M,I025,I056,I054,I047,I003,I030
S00725,6.75,design;writing;excel;financial_modeling;analysis,ST,1,F,I012,I041,I033,I020,I040,I060
S00726,6.82,communication;analysis;sql;backend,GEN,1,M,I066,I067,I038,I064,I065,I068
S00727,8.32,analysis;surveying;excel,GEN,0,F,I045,I062,I013,I039,I042,I068
S00728,5.13,pcb_design;networking;manufacturing;java,SC,0,F,I007,I047,I003,I054,I048,I030
S00729,5.03,python;java;excel;communication;sql,GEN,0,M,I030,I042,I003,I018,I015,I062
S00730,6.05,design;analysis,GEN,1,F,I033,I060,I028,I006,I038,I007
S00731,7.69,excel;construction_management,GEN,0,M,I045,I039,I015,I042,I025,I004
S00732,8.98,cloud;java,ST,0,F,I030,I018,I048,I058,I057,I055
S00733,5.44,analysis;financial_modeling;communication,OBC,0,M,I062,I068,I045,I011,I063,I042
S00734,6.1,presentation;networking;surveying;seo,GEN,0,M,I043,I049,I054,I042,I050,I010
S00735,5.67,analysis;autocad;manufacturing;design;python,GEN,0,M,I006,I059,I033,I028,I001,I047
S00736,6.81,autocad;design;backend,GEN,0,F,I021,I006,I047,I049,I032,I004
S00737,6.58,seo;writing;autocad;sql,ST,1,F,I043,I049,I003,I030,I012,I066
S00738,4.4,backend;frontend;construction_management,OBC,0,M,I054,I046,I018,I057,I036,I053
S00739,7.2,cad_modelling;analysis,OBC,0,M,I006,I028,I059,I031,I063,I045
S00740,5.93,cad_modelling;presentation;social_media,GEN,0,M,I049,I043,I010,I047,I006,I015
S00741,7.32,frontend;cad_modelling,SC,1,F,I054,I052,I047,I028,I036,I050
S00742,7.35,manufacturing;python;networking;financial_modeling,OBC,1,M,I008,I051,I003,I056,I007,I059
S00743,6.51,analysis;surveying;python;writing,GEN,0,M,I063,I056,I043,I018,I062,I045
S00744,7.03,communication;financial_modeling,GEN,1,F,I045,I011,I042,I043,I062,I015
S00745,5.91,analysis;autocad;construction_management,GEN,1,F,I059,I019,I027,I005,I002,I032
S00746,7.68,design;communication;presentation;python,GEN,0,M,I024,I063,I043,I042,I049,I015
S00747,5.27,python;analysis;pcb_design;ml;cloud,GEN,1,M,I063,I055,I052,I064,I051,I060
S00748,6.32,backend;sql,OBC,0,M,I053,I057,I054,I039,I058,I003
S00749,6.54,networking;seo;autocad;java,ST,1,F,I049,I050,I048,I018,I054,I056
S00750,7.09,financial_modeling;presentation;excel;analysis;python,GEN,0,F,I063,I069,I020,I015,I045,I062
S00751,6.19,excel;communication;sql,GEN,1,M,I065,I066,I067,I041,I015,I042
S00752,8.4,python;construction_management;writing,ST,1,F,I036,I056,I043,I063,I030,I051
S00753,7.65,financial_modeling;writing;excel;sql;pcb_design,GEN,1,M,I039,I012,I015,I058,I067,I044
S00754,6.62,financial_modeling;backend;manufacturing,GEN,0,M,I053,I054,I055,I018,I047,I006
S00755,7.25,cad_modelling;construction_management;sql,GEN,0,M,I010,I053,I058,I054,I039,I028
S00756,7.61,financial_modeling;analysis;autocad,GEN,0,M,I068,I006,I002,I027,I062,I028
S00757,7.44,cloud;frontend,GEN,0,M,I046,I052,I023,I037,I014,I055
S00758,7.78,design;python;manufacturing;financial_modeling;sql,GEN,0,M,I047,I003,I008,I030,I006,I034
S00759,7.67,manufacturing;design;autocad;python,SC,1,F,I021,I034,I006,I001,I008,I047
S00760,7.7,communication;autocad,OBC,1,M,I045,I068,I042,I015,I043,I062
S00761,7.85,cloud;python;analysis;social_media;pcb_design,OBC,1,M,I055,I030,I060,I063,I053,I036
S00762,5.48,presentation;communication,SC,0,F,I065,I043,I015,I042,I035,I017
S00763,7.5,communication;frontend;cad_modelling,ST,1,M,I047,I050,I054,I042,I052,I045
S00764,7.7,java;surveying,OBC,1,M,I018,I030,I048,I058,I023,I051
S00765,8.1,design;networking,GEN,0,M,I008,I007,I026,I040,I037,I060
S00766,6.52,ml;java;analysis;cloud,OBC,1,M,I023,I064,I069,I057,I052,I063
S00767,6.14,writing;design;presentation;backend;autocad,OBC,0,M,I049,I059,I043,I009,I004,I025
S00768,7.62,autocad;presentation,OBC,0,F,I004,I001,I002,I035,I032,I020
S00769,5.97,financial_modeling;cloud,ST,0,F,I058,I030,I052,I053,I055,I057
S00770,5.65,excel;presentation,GEN,1,M,I015,I042,I045,I043,I020,I010
S00771,6.37,social_media;communication;ml,ST,1,F,I061,I067,I015,I068,I057,I055
S00772,8.53,writing;social_media;design;analysis;cloud,GEN,0,M,I028,I049,I040,I006,I053,I045
S00773,6.46,excel;communication;manufacturing,OBC,0,F,I045,I062,I015,I042,I043,I039
S00774,8.12,communication;excel;social_media;manufacturing;construction_management,GEN,1,M,I042,I062,I045,I015,I006,I047
S00775,6.95,networking;frontend;ml;excel;cloud,OBC,0,M,I050,I052,I057,I054,I056,I003
S00776,6.08,java;sql;manufacturing;cloud;excel,OBC,0,M,I030,I039,I053,I058,I057,I023
S00777,6.07,surveying;construction_management;pcb_design;manufacturing;frontend,SC,1,F,I013,I019,I047,I004,I007,I052
S00778,6.92,python;seo,GEN,1,M,I022,I036,I049,I030,I055,I063
S00779,5.55,design;analysis;communication;networking;java,GEN,1,M,I006,I011,I028,I062,I068,I045
S00780,7.21,backend;networking;cloud;ml,GEN,0,M,I057,I055,I037,I052,I053,I003
S00781,7.07,excel;presentation;backend;pcb_design;financial_modeling,OBC,1,F,I020,I042,I015,I024,I044,I035
S00782,6.45,financial_modeling;analysis,OBC,0,F,I063,I068,I045,I011,I062,I035
S00783,6.73,backend;cloud;financial_modeling;social_media,OBC,0,F,I053,I057,I055,I054,I058,I030
S00784,7.83,manufacturing;analysis;design;construction_management;financial_modeling,SC,0,M,I059,I006,I005,I013,I028,I047
S00785,7.81,sql;ml;cloud;seo;cad_modelling,GEN,0,M,I057,I030,I052,I055,I053,I003
S00786,5.85,analysis;design;autocad,GEN,0,F,I033,I001,I032,I013,I027,I009
S00787,6.08,autocad;ml,GEN,0,M,I063,I052,I048,I003,I055,I051
S00788,7.34,seo;frontend;backend;excel;pcb_design,OBC,0,M,I054,I041,I022,I012,I024,I046
S00789,8.17,presentation;seo,OBC,1,M,I049,I043,I042,I010,I015,I012
S00790,5.47,backend;financial_modeling;java,SC,0,M,I018,I054,I030,I048,I055,I053
S00791,7.51,ml;construction_management;presentation;excel;backend,GEN,0,M,I069,I057,I015,I055,I063,I042
S00792,6.98,analysis;presentation;social_media,OBC,1,M,I063,I045,I042,I068,I015,I069
S00793,6.83,social_media;cad_modelling;surveying;python;design,GEN,0,F,I024,I025,I028,I006,I047,I001
S00794,7.83,design;networking;backend;cad_modelling;seo,GEN,0,F,I021,I008,I037,I001,I007,I026
S00795,8.38,presentation;design;cloud;pcb_design;frontend,OBC,1,M,I049,I052,I058,I060,I030,I055
S00796,6.5,design;seo;manufacturing;frontend;ml,OBC,1,F,I047,I050,I052,I006,I049,I003
S00797,7.26,writing;presentation;seo;manufacturing,OBC,0,M,I049,I043,I063,I065,I015,I006
S00798,6.93,communication;cloud;presentation;pcb_design,OBC,0,M,I015,I042,I043,I010,I065,I063
S00799,6.28,seo;writing;excel;communication;sql,GEN,0,F,I043,I067,I065,I066,I012,I042
S00800,6.42,analysis;design;manufacturing,ST,0,M,I006,I021,I060,I033,I034,I008
S00801,7.24,analysis;communication,OBC,0,M,I011,I062,I068,I045,I031,I042
S00802,7.5,communication;financial_modeling,GEN,0,M,I015,I045,I011,I068,I043,I042
S00803,7.47,backend;java;frontend,SC,0,F,I054,I018,I046,I023,I014,I048
S00804,7.48,python;pcb_design;design;presentation;manufacturing,OBC,0,F,I063,I006,I047,I060,I049,I034
S00805,9.36,manufacturing;design;writing,OBC,1,M,I059,I047,I006,I049,I034,I022
S00806,7.3,sql;manufacturing,OBC,0,M,I003,I047,I030,I006,I054,I039
S00807,7.72,design;surveying;construction_management;analysis,GEN,0,M,I013,I032,I004,I028,I006,I019
S00808,7.69,autocad;analysis;cad_modelling;python;design,GEN,0,F,I028,I006,I001,I047,I063,I021
S00809,8.99,analysis;communication;cloud,GEN,0,F,I045,I011,I068,I062,I031,I057
S00810,7.03,writing;social_media;communication;ml;frontend,SC,1,M,I067,I061,I052,I043,I050,I065
S00811,6.51,ml;python,OBC,0,F,I051,I063,I003,I056,I055,I064
S00812,8.44,sql;communication;financial_modeling;writing;java,OBC,1,M,I066,I065,I067,I061,I023,I044
S00813,6.72,analysis;java,OBC,1,F,I062,I030,I063,I068,I045,I018
S00814,6.72,frontend;sql,GEN,1,O,I023,I054,I044,I046,I038,I014
S00815,7.34,sql;cloud;writing,OBC,0,F,I058,I030,I053,I057,I066,I010
S00816,6.39,writing;cloud;analysis;python,GEN,1,M,I063,I055,I030,I052,I056,I037
S00817,7.55,communication;surveying,SC,0,F,I061,I066,I013,I065,I019,I004
S00818,6.87,sql;python,GEN,1,F,I030,I003,I057,I018,I058,I036
S00819,6.77,java;python;backend,OBC,0,M,I018,I030,I055,I014,I037,I003
S00820,7.37,autocad;surveying;analysis,ST,0,M,I019,I068,I011,I032,I006,I045
S00821,6.69,cad_modelling;design;backend;surveying,OBC,0,M,I013,I032,I001,I004,I021,I028
S00822,7.47,sql;frontend;design;backend;surveying,OBC,1,F,I054,I057,I053,I036,I050,I039
S00823,6.58,ml;backend;networking;excel;sql,GEN,1,F,I003,I054,I057,I051,I039,I050
S00824,6.7,analysis;cad_modelling;backend;frontend;design,GEN,1,M,I028,I006,I001,I033,I014,I060
S00825,7.98,analysis;presentation;financial_modeling,GEN,0,M,I063,I049,I017,I010,I015,I020
S00826,6.29,analysis;networking;manufacturing;seo;excel,GEN,1,M,I069,I007,I008,I012,I041,I045
S00827,5.74,frontend;backend;excel;writing,GEN,1,M,I054,I052,I046,I049,I036,I043
S00828,5.62,presentation;communication;analysis;cad_modelling;financial_modeling,GEN,1,M,I065,I035,I069,I020,I017,I044
S00829,6.44,python;java;backend;analysis,GEN,0,F,I018,I063,I030,I055,I003,I048
S00830,9.09,social_media;communication;presentation;cloud;python,OBC,0,F,I042,I063,I015,I055,I043,I030
S00831,8.87,frontend;networking,OBC,0,M,I054,I050,I007,I008,I014,I026
S00832,7.39,sql;communication,ST,1,F,I042,I058,I011,I065,I066,I003
S00833,7.09,writing;seo;social_media;frontend,OBC,1,F,I022,I043,I049,I040,I012,I052
S00834,6.59,analysis;financial_modeling;cad_modelling;java;cloud,OBC,1,F,I030,I006,I028,I055,I048,I011
S00835,6.77,python;java,GEN,0,M,I030,I018,I014,I064,I023,I037
S00836,6.7,sql;cloud;java;construction_management;surveying,GEN,0,M,I030,I058,I053,I057,I004,I013
S00837,6.95,design;writing;excel;cad_modelling;networking,GEN,1,M,I028,I047,I049,I006,I008,I026
S00838,9.62,python;cloud;cad_modelling;frontend;sql,GEN,0,M,I030,I054,I036,I055,I052,I058
S00839,7.28,analysis;presentation;networking;ml,GEN,0,M,I063,I050,I003,I056,I051,I069
S00840,8.22,excel;networking;python;backend;cloud,OBC,0,M,I055,I037,I051,I057,I054,I030
S00841,5.68,presentation;communication;autocad;java;cad_modelling,GEN,0,F,I065,I021,I001,I015,I043,I042
S00842,6.8,backend;analysis;manufacturing;excel,GEN,0,M,I059,I006,I062,I045,I069,I031
S00843,6.96,ml;analysis,GEN,1,M,I063,I048,I069,I011,I057,I045
S00844,4.75,communication;design;analysis;manufacturing,OBC,1,M,I006,I021,I007,I033,I029,I034
S00845,7.21,design;construction_management,OBC,0,F,I005,I004,I032,I013,I060,I009
S00846,6.82,autocad;manufacturing,OBC,0,F,I021,I047,I001,I006,I059,I016
S00847,5.86,financial_modeling;excel,SC,1,F,I020,I044,I041,I035,I012,I015
S00848,7.6,ml;python;communication;autocad,GEN,0,F,I003,I051,I063,I055,I056,I064
S00849,7.67,financial_modeling;presentation;sql;cad_modelling,OBC,1,F,I044,I010,I049,I057,I043,I058
S00850,8.46,frontend;networking;ml,GEN,0,M,I050,I023,I051,I056,I003,I054
S00851,7.08,communication;analysis,SC,1,M,I011,I068,I062,I045,I031,I063
S00852,7.7,financial_modeling;communication,GEN,1,M,I041,I061,I020,I067,I065,I044
S00853,7.3,writing;backend;communication;construction_management,GEN,0,F,I043,I055,I062,I068,I054,I061
S00854,7.46,design;sql;autocad;frontend,GEN,0,M,I004,I023,I001,I009,I032,I021
S00855,8.7,communication;sql;excel;cloud;autocad,GEN,0,F,I015,I045,I030,I062,I058,I042
S00856,5.97,financial_modeling;communication;frontend,ST,0,F,I054,I062,I068,I050,I015,I042
S00857,6.35,design;backend;java;cad_modelling;financial_modeling,GEN,1,M,I018,I006,I028,I047,I021,I001
S00858,6.63,presentation;ml,OBC,0,F,I063,I069,I052,I057,I050,I051
S00859,5.59,cloud;python,GEN,0,O,I030,I055,I051,I036,I056,I037
S00860,8.52,networking;ml,GEN,0,F,I051,I056,I050,I003,I052,I048
S00861,7.85,cloud;backend;sql,GEN,1,M,I057,I053,I055,I030,I054,I058
S00862,7.55,excel;frontend;cad_modelling,GEN,1,M,I042,I052,I050,I028,I036,I039
S00863,7.6,ml;construction_management;cloud;presentation,GEN,1,M,I069,I052,I055,I063,I057,I044
S00864,6.05,seo;design,GEN,0,M,I049,I028,I047,I006,I043,I041
S00865,7.85,java;python;networking;autocad,OBC,0,F,I030,I051,I018,I003,I056,I037
S00866,5.77,pcb_design;manufacturing;cloud,GEN,0,M,I007,I024,I059,I030,I053,I052
S00867,7.58,java;analysis;cloud;sql,GEN,0,M,I030,I038,I023,I064,I058,I053
S00868,5.99,presentation;excel;sql;financial_modeling,OBC,1,M,I044,I020,I015,I042,I039,I010
S00869,7.35,communication;presentation;financial_modeling,GEN,1,M,I015,I042,I043,I020,I045,I011
S00870,7.34,autocad;analysis;excel,GEN,1,M,I062,I045,I069,I027,I015,I011
S00871,7.32,communication;social_media,GEN,0,F,I045,I015,I062,I043,I068,I042
S00872,7.76,excel;design;analysis;frontend,OBC,0,F,I062,I006,I045,I028,I047,I041
S00873,7.61,manufacturing;seo;java;financial_modeling,GEN,0,M,I048,I049,I043,I030,I047,I006
S00874,6.76,autocad;design;construction_management;sql,ST,1,M,I004,I032,I053,I054,I019,I010
S00875,7.33,sql;backend;frontend,OBC,1,M,I054,I057,I053,I039,I023,I030
S00876,8.43,excel;social_media;presentation,GEN,0,M,I042,I015,I043,I020,I039,I049
S00877,7.62,ml;autocad,GEN,0,M,I050,I051,I063,I003,I048,I057
S00878,7.25,presentation;excel;analysis;pcb_design;seo,OBC,0,F,I049,I015,I042,I069,I043,I063
S00879,8.56,autocad;financial_modeling;cad_modelling;writing;python,GEN,1,F,I006,I030,I049,I036,I043,I021
S00880,7.5,construction_management;surveying;cloud;autocad;backend,GEN,0,M,I019,I004,I057,I032,I055,I053
S00881,5.6,analysis;ml;presentation,OBC,0,F,I063,I069,I056,I015,I048,I017
S00882,4.9,presentation;sql,GEN,0,M,I010,I031,I044,I058,I039,I054
S00883,7.89,analysis;financial_modeling;excel;cloud,GEN,1,M,I045,I062,I030,I053,I063,I068
S00884,6.49,frontend;java;surveying;backend,OBC,1,M,I018,I054,I057,I055,I052,I048
S00885,7,presentation;social_media;backend;pcb_design;cloud,OBC,0,F,I055,I057,I053,I030,I010,I043
S00886,6.51,financial_modeling;presentation;communication;excel;ml,ST,0,M,I015,I042,I063,I069,I045,I020
S00887,7.56,excel;analysis;sql;communication,OBC,0,M,I062,I045,I031,I068,I011,I042
S00888,6.66,frontend;ml,OBC,1,F,I050,I052,I023,I048,I063,I057
S00889,7.34,networking;cloud;frontend,SC,0,F,I052,I050,I054,I046,I037,I058
S00890,8.55,writing;communication,GEN,0,F,I043,I022,I066,I065,I061,I067
S00891,7.85,networking;ml;sql;pcb_design;cad_modelling,GEN,0,M,I003,I054,I057,I050,I051,I056
S00892,7.04,surveying;autocad;python,GEN,0,M,I004,I055,I063,I003,I032,I056
S00893,8.57,pcb_design;construction_management;cloud,OBC,1,M,I032,I004,I046,I027,I013,I007
S00894,6.55,analysis;design,SC,0,M,I006,I028,I049,I062,I063,I047
S00895,6.2,design;sql,OBC,0,F,I049,I010,I030,I006,I054,I047
S00896,7.82,design;seo;cloud;java,GEN,0,M,I030,I049,I028,I006,I041,I048
S00897,6.79,sql;communication,OBC,1,M,I011,I065,I057,I066,I045,I062
S00898,6.94,backend;frontend,GEN,1,M,I054,I046,I036,I057,I050,I018
S00899,7.48,ml;backend;java;construction_management,GEN,0,F,I055,I057,I018,I048,I056,I050
S00900,6.23,presentation;excel,GEN,0,M,I020,I042,I015,I012,I041,I044
S00901,5.7,networking;python,GEN,1,M,I003,I056,I051,I054,I050,I036
S00902,6.44,design;construction_management,GEN,1,M,I004,I013,I005,I047,I049,I006
S00903,7.3,communication;ml,OBC,0,M,I045,I063,I003,I015,I057,I056
S00904,7.35,seo;design;construction_management;financial_modeling;ml,SC,1,F,I049,I022,I024,I032,I004,I005
S00905,6,analysis;surveying;frontend,OBC,0,M,I036,I063,I045,I050,I068,I054
S00906,6.92,autocad;analysis;writing,GEN,1,O,I002,I045,I011,I049,I006,I063
S00907,7.81,excel;backend;analysis;social_media;pcb_design,GEN,0,M,I069,I060,I062,I045,I037,I020
S00908,6.72,networking;analysis,GEN,1,M,I031,I054,I056,I003,I011,I063
S00909,7.85,surveying;analysis;design,GEN,0,F,I013,I028,I006,I045,I047,I004
S00910,6.95,networking;analysis,GEN,0,F,I050,I068,I003,I063,I062,I054
S00911,7.95,autocad;cad_modelling;analysis;seo;design,GEN,0,F,I006,I028,I047,I001,I049,I021
S00912,8.56,financial_modeling;excel,OBC,1,F,I020,I012,I041,I044,I035,I042
S00913,6.73,ml;cloud;writing,OBC,1,F,I055,I052,I057,I067,I058,I051
S00914,8.9,design;manufacturing,GEN,0,F,I006,I047,I034,I028,I008,I007
S00915,7.3,ml;cad_modelling;surveying;presentation;construction_management,GEN,1,M,I063,I051,I047,I042,I028,I050
S00916,5.9,cloud;frontend;ml;manufacturing;autocad,GEN,1,F,I052,I050,I055,I057,I001,I051
S00917,7.48,networking;backend;java,GEN,1,M,I018,I054,I053,I030,I055,I050
S00918,6.69,backend;writing;excel;surveying,OBC,1,F,I025,I022,I012,I018,I053,I062
S00919,7.53,manufacturing;pcb_design;analysis,GEN,0,M,I006,I047,I068,I062,I045,I011
S00920,8.23,python;networking;financial_modeling;social_media,OBC,1,M,I056,I003,I051,I030,I008,I063
S00921,6.42,design;construction_management;autocad,OBC,0,M,I004,I032,I005,I028,I013,I049
S00922,4.88,pcb_design;design;python;backend,GEN,1,F,I060,I007,I033,I026,I034,I037
S00923,6.5,financial_modeling;presentation,ST,0,F,I044,I020,I015,I043,I042,I035
S00924,6.47,financial_modeling;excel;java;analysis;presentation,GEN,0,M,I045,I062,I063,I015,I020,I042
S00925,7.14,cloud;networking;ml,OBC,0,M,I056,I055,I003,I057,I050,I051
S00926,4.87,frontend;ml;backend,GEN,0,F,I055,I057,I054,I052,I050,I003
S00927,10,analysis;communication;autocad;writing;manufacturing,OBC,1,F,I059,I011,I062,I045,I043,I068
S00928,6.58,design;analysis;networking;frontend,GEN,1,M,I028,I054,I050,I006,I011,I051
S00929,6.43,excel;financial_modeling,GEN,0,M,I020,I039,I015,I042,I045,I035
S00930,7.33,analysis;frontend;construction_management;financial_modeling,GEN,1,F,I027,I068,I011,I019,I045,I036
S00931,6.58,analysis;surveying;java,GEN,0,M,I019,I013,I069,I064,I023,I005
S00932,6.46,communication;financial_modeling;presentation,GEN,0,F,I015,I043,I042,I010,I045,I062
S00933,7.69,social_media;communication;excel,OBC,0,M,I041,I045,I062,I042,I015,I020
S00934,7.1,frontend;backend;cad_modelling,GEN,0,F,I054,I047,I028,I006,I052,I055
S00935,6.94,communication;excel;ml;cloud,OBC,0,F,I062,I042,I045,I055,I057,I015
S00936,6.88,networking;frontend;manufacturing;construction_management;python,GEN,0,F,I056,I003,I054,I051,I050,I036
S00937,7.21,analysis;excel;construction_management;autocad;java,GEN,0,F,I027,I019,I013,I032,I005,I069
S00938,6.54,networking;analysis,GEN,0,F,I050,I056,I063,I045,I011,I051
S00939,6.11,financial_modeling;design;analysis;cloud,GEN,1,M,I006,I028,I060,I011,I058,I062
S00940,8.47,excel;communication;financial_modeling;analysis,GEN,1,M,I062,I045,I068,I015,I042,I011
S00941,6.4,manufacturing;python,ST,0,M,I047,I008,I030,I034,I016,I036
S00942,6.77,manufacturing;networking;python;seo,GEN,1,M,I051,I003,I056,I008,I016,I055
S00943,6.53,excel;communication,GEN,1,F,I041,I042,I015,I045,I062,I067
S00944,7.64,analysis;autocad;backend;python,GEN,1,M,I055,I063,I018,I006,I045,I036
S00945,5.85,analysis;pcb_design;design;cad_modelling;social_media,GEN,0,F,I006,I028,I060,I047,I049,I063
S00946,7.09,sql;analysis;pcb_design;design,ST,1,M,I060,I006,I028,I039,I007,I068
S00947,8.21,communication;construction_management;sql;excel,GEN,0,F,I041,I066,I065,I067,I045,I039
S00948,7.78,frontend;python;cloud;sql;financial_modeling,ST,0,F,I030,I057,I036,I053,I003,I055
S00949,8.75,frontend;java,SC,0,F,I023,I052,I050,I054,I036,I048
S00950,8.14,excel;presentation;financial_modeling,GEN,1,F,I020,I015,I042,I035,I010,I044
S00951,5.89,analysis;manufacturing;autocad;backend;seo,GEN,1,M,I006,I059,I018,I055,I011,I047
S00952,6.47,sql;presentation;excel;analysis,GEN,0,F,I069,I062,I045,I039,I015,I042
S00953,5.94,design;manufacturing;sql,GEN,0,M,I006,I047,I054,I039,I007,I003
S00954,5.09,presentation;communication,GEN,0,M,I065,I042,I015,I043,I035,I066
S00955,7.11,excel;design;presentation;networking,GEN,0,M,I015,I042,I049,I006,I041,I003
S00956,7.2,python;surveying;ml;design;sql,OBC,0,F,I003,I030,I057,I056,I064,I063
S00957,7.73,excel;social_media;cloud;frontend;communication,GEN,1,F,I015,I045,I052,I042,I062,I053
S00958,7.29,autocad;analysis;design,SC,1,M,I006,I028,I059,I049,I019,I027
S00959,7.09,analysis;surveying,GEN,0,M,I019,I062,I045,I068,I063,I013
S00960,7.6,sql;analysis;ml;frontend,GEN,0,M,I064,I023,I038,I067,I069,I063
S00961,6.05,presentation;backend,ST,1,F,I018,I043,I053,I054,I010,I057
S00962,7.08,backend;sql;frontend;social_media,SC,0,M,I054,I053,I057,I023,I055,I018
S00963,6.59,communication;presentation;financial_modeling,GEN,1,M,I015,I043,I042,I065,I062,I035
S00964,5.45,design;construction_management;autocad,GEN,0,F,I032,I059,I004,I009,I025,I013
S00965,8.33,construction_management;autocad;design;excel,GEN,1,F,I004,I032,I059,I001,I025,I005
S00966,6.42,frontend;excel,SC,1,F,I052,I050,I054,I045,I036,I042
S00967,8.04,cloud;networking;sql,GEN,1,M,I003,I053,I057,I054,I058,I030
S00968,5.48,social_media;design;writing,GEN,0,M,I040,I049,I061,I067,I021,I065
S00969,4.17,seo;excel;python;pcb_design;frontend,GEN,1,F,I024,I036,I041,I014,I060,I012
S00970,8.2,communication;design;backend;autocad;networking,GEN,0,F,I054,I026,I001,I049,I062,I011
S00971,5.13,social_media;design,OBC,0,M,I047,I049,I040,I006,I028,I007
S00972,6.79,excel;presentation,GEN,0,M,I015,I042,I020,I010,I049,I039
S00973,8.16,design;seo;communication;cloud;java,SC,0,F,I041,I043,I049,I030,I029,I059
S00974,6.29,surveying;sql,OBC,1,M,I004,I032,I044,I019,I038,I013
S00975,8.73,manufacturing;frontend,GEN,0,F,I036,I050,I052,I047,I054,I006
S00976,5.8,seo;frontend;cad_modelling;communication,OBC,1,F,I043,I047,I042,I062,I054,I028
S00977,6.91,construction_management;surveying;presentation;writing,GEN,1,M,I049,I043,I004,I013,I010,I015
S00978,5.49,frontend;python;java;cloud,OBC,0,M,I030,I046,I037,I023,I014,I052
S00979,7.23,communication;analysis,SC,0,M,I068,I045,I062,I011,I043,I015
S00980,7.78,python;seo;sql;financial_modeling,GEN,1,M,I044,I064,I003,I030,I037,I023
S00981,7.55,social_media;ml;networking;pcb_design;python,OBC,0,M,I051,I003,I056,I037,I007,I026
S00982,5.05,cloud;sql;autocad;writing;surveying,ST,0,M,I067,I065,I066,I019,I004,I032
S00983,6.91,manufacturing;social_media;java;python;cloud,OBC,0,M,I030,I055,I018,I047,I057,I048
S00984,7.42,cloud;excel;networking;writing,GEN,1,F,I012,I037,I067,I066,I065,I069
S00985,8.04,pcb_design;ml;manufacturing;presentation;financial_modeling,GEN,0,M,I063,I035,I052,I007,I051,I042
S00986,7.58,sql;java;networking;social_media;construction_management,GEN,0,M,I003,I030,I054,I023,I031,I048
S00987,7.57,design;backend;cad_modelling;autocad,GEN,0,M,I028,I047,I006,I001,I021,I032
S00988,5.84,sql;manufacturing,OBC,1,F,I057,I058,I053,I030,I054,I003
S00989,7.49,cad_modelling;design;autocad;java,OBC,0,M,I059,I001,I021,I047,I028,I006
S00990,6.64,networking;pcb_design,GEN,0,M,I054,I056,I003,I050,I026,I007
S00991,5.09,networking;design;analysis,OBC,1,F,I006,I028,I007,I050,I063,I003
S00992,6.91,presentation;design;manufacturing,GEN,0,M,I059,I047,I006,I049,I034,I001
S00993,7.44,frontend;sql;backend,GEN,0,M,I054,I057,I053,I018,I014,I023
S00994,7.47,analysis;construction_management;seo;writing,SC,1,M,I043,I049,I005,I011,I027,I062
S00995,6.73,frontend;python;sql,OBC,0,M,I036,I054,I030,I003,I018,I010
S00996,6.4,analysis;manufacturing;networking;pcb_design,GEN,0,M,I007,I059,I006,I060,I031,I008
S00997,6.29,writing;excel;ml;analysis;seo,GEN,0,O,I063,I045,I012,I062,I049,I069
S00998,4.09,communication;excel;analysis;frontend,OBC,1,F,I062,I045,I011,I015,I042,I068
S00999,6.63,python;frontend,OBC,1,M,I036,I055,I003,I063,I030,I014
S01000,5.76,presentation;sql;writing;python;construction_management,GEN,0,M,I049,I003,I030,I063,I065,I043
S01001,6.39,analysis;sql;presentation;java,GEN,1,M,I030,I063,I010,I038,I043,I044
S01002,5.85,excel;financial_modeling;sql;ml,OBC,0,F,I057,I003,I039,I064,I015,I054
S01003,6.9,autocad;analysis;manufacturing,GEN,0,F,I006,I059,I021,I028,I001,I019
