student_id,internship_id,skills,req_skills,gpa,stipend,match,accept
S00185,I013,manufacturing python backend design communication java,excel backend,8.41,5500,0,0
S01179,I020,backend excel python manufacturing,networking excel,8.18,5000,0,0
S00337,I030,excel python analysis,sql frontend,8.41,5500,0,0
S00189,I031,frontend excel python,communication sql,7.86,4500,0,0
S00229,I027,presentation cloud networking,communication design networking,6.51,4500,0,0
S00338,I022,networking cloud ml autocad,networking java,5.07,4500,0,0
S01527,I040,design ml presentation excel communication backend,java cloud,7.93,4500,1,1
S00617,I011,presentation backend python manufacturing,presentation communication excel ml cloud,8.35,5500,0,0
S01153,I039,networking sql manufacturing excel communication,cloud ml writing,7.73,4500,1,1
S01846,I039,writing python communication design presentation,cloud ml writing,8.99,4500,0,0
S01865,I018,backend cloud networking manufacturing,java backend networking,9.44,5000,1,0
S00526,I018,networking cloud backend,java backend networking,7.55,5000,1,0
S01627,I004,python backend analysis communication cloud,excel sql design autocad,5.0,4500,0,0
S00226,I022,design frontend communication python,networking java,6.92,4500,0,0
S01604,I027,java frontend design networking backend,communication design networking,9.29,4500,0,0
S01531,I003,communication backend presentation,networking manufacturing frontend java python,7.11,5500,0,0
S00024,I013,analysis manufacturing cloud networking ml presentation,excel backend,7.72,5500,0,0
S00929,I018,presentation sql python,java backend networking,7.62,5000,1,1
S00314,I024,backend communication sql analysis python java,autocad analysis writing python backend,5.67,5000,0,0
S00627,I007,presentation frontend networking manufacturing excel communication,cloud networking backend communication ml,5.79,4500,1,0
S00767,I037,backend communication design sql analysis,java manufacturing,6.83,5000,0,0
S01021,I035,analysis ml design presentation,java autocad communication sql,7.59,4500,0,0
S00417,I012,backend sql python,analysis frontend sql,7.63,4500,0,0
S00758,I002,java ml presentation writing,python sql,8.08,5500,1,1
S00066,I030,networking autocad java,sql frontend,7.42,5500,0,0
S01460,I031,autocad design manufacturing communication presentation cloud,communication sql,9.43,4500,0,0
S01918,I032,presentation analysis java,sql frontend manufacturing,7.39,5000,0,0
S00463,I024,writing autocad design java analysis,autocad analysis writing python backend,8.53,5000,1,0
S00203,I039,cloud presentation java,cloud ml writing,6.98,4500,0,0
S01868,I011,backend autocad excel manufacturing analysis,presentation communication excel ml cloud,6.38,5500,0,0
S00952,I018,writing ml analysis cloud manufacturing,java backend networking,7.37,5000,1,0
S01795,I034,excel frontend java ml,python networking,6.18,5000,0,0
S01960,I039,design excel communication backend presentation sql,cloud ml writing,9.02,4500,0,0
S01942,I035,networking python analysis frontend manufacturing,java autocad communication sql,6.61,4500,0,0
S01023,I013,python networking ml,excel backend,7.16,5500,0,0
S00516,I006,writing analysis communication,sql backend,8.72,5000,0,0
S00303,I002,presentation design autocad,python sql,7.24,5500,0,0
S01053,I007,autocad presentation backend networking frontend,cloud networking backend communication ml,7.68,4500,1,1
S01491,I038,analysis autocad networking design frontend java,cloud autocad analysis python sql,9.37,4500,1,1
S00818,I001,python sql backend manufacturing,java writing sql,6.58,5000,1,0
S00139,I014,java writing backend,analysis ml networking python,6.71,5000,1,1
S01988,I002,excel ml presentation,python sql,6.34,5500,0,0
S00142,I020,cloud networking backend,networking excel,6.78,5000,0,0
S01057,I002,frontend manufacturing analysis autocad communication backend,python sql,6.19,5500,0,0
S01201,I039,autocad backend java sql ml,cloud ml writing,10.0,4500,0,0
S00272,I037,excel ml cloud design analysis,java manufacturing,7.54,5000,0,0
S00334,I019,python networking sql java design,design writing java,6.39,5500,1,1
S00855,I006,frontend backend excel ml cloud python,sql backend,5.82,5000,0,0
S01222,I020,sql analysis backend presentation cloud autocad,networking excel,6.82,5000,0,0
S01377,I005,java manufacturing analysis presentation python,presentation sql,8.74,4500,0,0
S01761,I016,java communication presentation ml design autocad,backend networking,8.04,5000,1,0
S01025,I040,sql python communication,java cloud,5.44,4500,0,0
S01506,I034,networking python analysis,python networking,6.46,5000,0,0
S00291,I015,analysis python frontend excel writing,frontend analysis,7.59,5500,1,1
S00779,I032,frontend manufacturing writing,sql frontend manufacturing,6.9,5000,0,0
S00366,I010,sql python manufacturing backend networking,manufacturing design backend,7.36,5500,0,0
S01975,I034,presentation java networking manufacturing autocad backend,python networking,8.84,5000,1,1
S00621,I001,sql communication excel backend,java writing sql,6.08,5000,0,0
S01994,I024,design presentation excel,autocad analysis writing python backend,9.1,5000,1,0
S00892,I028,manufacturing presentation autocad writing sql networking,python design java presentation networking,7.9,4500,1,0
S00483,I021,sql presentation analysis autocad,ml writing,7.46,4500,0,0
S00850,I038,manufacturing ml backend,cloud autocad analysis python sql,7.02,4500,0,0
S01666,I006,analysis sql networking,sql backend,6.24,5000,0,0
S00706,I020,excel python networking communication,networking excel,7.34,5000,0,0
S00150,I005,ml design analysis sql excel,presentation sql,6.78,4500,0,0
S01942,I008,networking python analysis frontend manufacturing,networking ml manufacturing,6.61,5500,0,0
S01572,I037,design communication writing cloud manufacturing,java manufacturing,7.23,5000,1,0
S01802,I004,ml communication python writing frontend backend,excel sql design autocad,5.43,4500,0,0
S00078,I040,design java cloud,java cloud,6.88,4500,0,0
S00854,I036,writing cloud analysis,frontend autocad,5.56,5500,0,0
S00237,I031,communication cloud backend writing frontend design,communication sql,7.37,4500,0,0
S00963,I032,ml communication excel autocad,sql frontend manufacturing,6.2,5000,0,0
S01931,I010,design cloud presentation autocad,manufacturing design backend,7.78,5500,0,0
S01806,I032,communication excel networking writing sql,sql frontend manufacturing,6.76,5000,1,0
S00056,I001,frontend excel communication ml,java writing sql,8.57,5000,0,0
S00251,I013,networking cloud writing,excel backend,8.21,5500,0,0
S01399,I015,java autocad backend analysis manufacturing frontend,frontend analysis,8.68,5500,0,0
S01530,I009,java python backend networking design communication,sql excel analysis python,8.65,5500,0,0
S00206,I016,communication writing autocad analysis backend,backend networking,5.95,5000,0,0
S01965,I018,writing frontend ml networking,java backend networking,7.14,5000,0,0
S01510,I016,communication autocad ml frontend networking,backend networking,8.14,5000,0,0
S01497,I008,autocad frontend presentation communication,networking ml manufacturing,7.09,5500,0,0
S01055,I031,analysis cloud python,communication sql,8.57,4500,0,0
S01252,I028,presentation autocad design analysis writing communication,python design java presentation networking,8.02,4500,1,0
S01019,I003,manufacturing sql excel writing analysis presentation,networking manufacturing frontend java python,5.95,5500,1,0
S01177,I025,design cloud manufacturing writing,networking excel,7.6,5000,0,0
S01410,I016,java sql writing,backend networking,5.39,5000,1,0
S01080,I030,manufacturing writing analysis sql ml backend,sql frontend,7.09,5500,1,1
S01793,I025,python presentation java cloud writing networking,networking excel,6.29,5000,1,0
S01211,I031,networking ml frontend writing design manufacturing,communication sql,7.68,4500,1,0
S00642,I001,presentation java networking ml frontend,java writing sql,7.35,5000,0,0
S01689,I006,cloud backend frontend,sql backend,9.17,5000,0,0
S01027,I020,java autocad cloud python frontend,networking excel,7.73,5000,0,0
S01577,I040,manufacturing communication presentation excel writing analysis,java cloud,6.65,4500,1,1
S00109,I022,cloud frontend design backend communication,networking java,8.19,4500,0,0
S00278,I027,frontend excel analysis writing,communication design networking,6.87,4500,1,0
S00276,I023,design sql autocad frontend,manufacturing presentation design,7.26,5500,0,0
S00176,I001,analysis sql excel networking,java writing sql,8.43,5000,0,0
S00310,I022,excel design manufacturing,networking java,8.13,4500,0,0
S00574,I018,design writing autocad analysis communication,java backend networking,6.23,5000,0,0
S01502,I010,frontend ml analysis design python cloud,manufacturing design backend,8.44,5500,0,0
S01780,I036,ml communication autocad,frontend autocad,7.62,5500,1,1
S00761,I017,manufacturing excel autocad,networking autocad,6.17,5000,1,0
S00999,I032,ml excel frontend sql communication writing,sql frontend manufacturing,6.48,5000,0,0
S01528,I010,excel ml cloud,manufacturing design backend,8.7,5500,0,0
S01640,I026,analysis backend frontend autocad,networking analysis sql manufacturing cloud,7.86,4500,0,0
S00038,I032,java networking backend sql,sql frontend manufacturing,7.16,5000,0,0
S01629,I021,backend frontend communication manufacturing,ml writing,6.92,4500,1,1
S00965,I026,presentation communication networking backend frontend,networking analysis sql manufacturing cloud,7.81,4500,0,0
S01880,I035,manufacturing presentation python analysis,java autocad communication sql,7.34,4500,0,0
S01796,I007,writing presentation excel design frontend java,cloud networking backend communication ml,8.48,4500,1,0
S01501,I010,networking frontend python java analysis backend,manufacturing design backend,6.78,5500,1,0
S00110,I029,python frontend cloud communication autocad excel,design java excel,6.56,5500,0,0
S01056,I032,communication backend networking,sql frontend manufacturing,7.97,5000,0,0
S00707,I008,networking excel java presentation analysis,networking ml manufacturing,6.89,5500,1,0
S00149,I009,excel design python communication ml,sql excel analysis python,6.98,5500,1,1
S01661,I028,autocad backend writing cloud manufacturing,python design java presentation networking,8.6,4500,1,1
S00481,I007,frontend backend sql networking analysis,cloud networking backend communication ml,6.4,4500,0,0
S01741,I023,java frontend communication design excel,manufacturing presentation design,7.3,5500,0,0
S00211,I030,writing ml analysis presentation cloud backend,sql frontend,7.48,5500,1,0
S00349,I006,writing python networking,sql backend,7.2,5000,0,0
S00817,I030,java excel cloud design communication presentation,sql frontend,7.1,5500,0,0
S00054,I033,excel writing cloud presentation autocad,backend excel java,7.86,5000,1,1
S00941,I019,python ml cloud java,design writing java,7.53,5500,0,0
S01341,I031,presentation excel java,communication sql,6.37,4500,0,0
S00453,I026,autocad python java networking,networking analysis sql manufacturing cloud,7.92,4500,0,0
S00272,I021,excel ml cloud design analysis,ml writing,7.54,4500,1,1
S00587,I024,autocad cloud manufacturing sql,autocad analysis writing python backend,8.48,5000,0,0
S01612,I035,frontend analysis sql python java manufacturing,java autocad communication sql,7.74,4500,0,0
S00082,I026,manufacturing networking excel autocad cloud ml,networking analysis sql manufacturing cloud,9.2,4500,1,1
S00796,I010,java python networking,manufacturing design backend,9.22,5500,0,0
S01615,I009,cloud presentation autocad frontend excel,sql excel analysis python,6.92,5500,0,0
S00421,I027,ml java design,communication design networking,7.69,4500,1,1
S01808,I029,autocad networking analysis,design java excel,8.0,5500,0,0
S01245,I028,design excel manufacturing ml,python design java presentation networking,7.71,4500,1,0
S01046,I004,communication design backend autocad sql,excel sql design autocad,7.52,4500,1,1
S01504,I025,writing design sql cloud communication,networking excel,8.11,5000,1,0
S01185,I013,autocad cloud communication excel frontend,excel backend,7.0,5500,0,0
S00530,I023,autocad communication manufacturing python,manufacturing presentation design,9.24,5500,0,0
S01942,I012,networking python analysis frontend manufacturing,analysis frontend sql,6.61,4500,0,0
S00691,I012,manufacturing presentation cloud ml,analysis frontend sql,7.75,4500,0,0
S01613,I032,presentation networking python excel manufacturing design,sql frontend manufacturing,6.71,5000,1,1
S01608,I020,analysis writing frontend networking java,networking excel,6.29,5000,1,0
S00412,I005,cloud analysis ml python design,presentation sql,8.17,4500,0,0
S01280,I007,manufacturing presentation sql java,cloud networking backend communication ml,7.49,4500,1,0
S01261,I007,cloud writing excel autocad,cloud networking backend communication ml,8.32,4500,1,0
S01643,I036,excel ml analysis python design presentation,frontend autocad,6.91,5500,0,0
S00992,I001,communication java backend frontend excel,java writing sql,6.33,5000,0,0
S00393,I004,python manufacturing analysis autocad,excel sql design autocad,5.95,4500,0,0
S01510,I038,communication autocad ml frontend networking,cloud autocad analysis python sql,8.14,4500,0,0
S01641,I022,backend communication sql analysis design,networking java,7.04,4500,0,0
S00999,I026,ml excel frontend sql communication writing,networking analysis sql manufacturing cloud,6.48,4500,0,0
S01501,I032,networking frontend python java analysis backend,sql frontend manufacturing,6.78,5000,1,0
S00896,I029,writing backend networking manufacturing,design java excel,8.47,5500,0,0
S00401,I020,backend python presentation,networking excel,7.24,5000,0,0
S00789,I039,frontend autocad python,cloud ml writing,6.76,4500,0,0
S01421,I040,ml communication frontend,java cloud,8.03,4500,1,1
S00137,I010,python ml java writing analysis,manufacturing design backend,6.98,5500,1,0
S01009,I015,excel analysis ml writing java cloud,frontend analysis,7.58,5500,0,0
S00069,I015,excel networking writing java analysis design,frontend analysis,7.57,5500,1,1
S00099,I003,cloud networking analysis java excel design,networking manufacturing frontend java python,6.43,5500,0,0
S01044,I015,writing backend sql communication,frontend analysis,7.99,5500,0,0
S01308,I026,manufacturing java writing,networking analysis sql manufacturing cloud,5.85,4500,0,0
S00856,I031,presentation autocad sql backend writing,communication sql,8.89,4500,1,0
S00713,I012,java python backend writing,analysis frontend sql,6.86,4500,0,0
S01565,I024,autocad analysis backend frontend sql,autocad analysis writing python backend,6.93,5000,0,0
S00030,I020,analysis cloud writing manufacturing autocad frontend,networking excel,8.66,5000,1,1
S00234,I010,manufacturing writing frontend java networking,manufacturing design backend,6.98,5500,0,0
S01463,I011,ml presentation analysis,presentation communication excel ml cloud,6.05,5500,0,0
S01037,I018,backend python java,java backend networking,9.27,5000,1,1
S00929,I009,presentation sql python,sql excel analysis python,7.62,5500,0,0
S01635,I040,sql frontend networking,java cloud,5.21,4500,0,0
S01809,I029,sql communication design writing cloud backend,design java excel,9.33,5500,1,1
S01724,I035,frontend communication sql,java autocad communication sql,6.72,4500,0,0
S01214,I034,analysis presentation cloud sql communication autocad,python networking,7.77,5000,0,0
S01508,I001,sql java presentation,java writing sql,6.14,5000,0,0
S00174,I035,cloud python backend networking,java autocad communication sql,6.82,4500,0,0
S01932,I035,communication analysis networking sql manufacturing,java autocad communication sql,9.02,4500,0,0
S00652,I034,backend design manufacturing frontend,python networking,8.81,5000,1,1
S00555,I005,writing sql presentation manufacturing communication cloud,presentation sql,7.88,4500,1,1
S00697,I026,sql writing manufacturing java analysis,networking analysis sql manufacturing cloud,6.13,4500,0,0
S00669,I003,cloud design excel sql ml,networking manufacturing frontend java python,9.31,5500,0,0
S00167,I031,ml backend autocad design,communication sql,7.58,4500,1,1
S01948,I004,cloud frontend analysis python networking autocad,excel sql design autocad,6.21,4500,0,0
S00374,I036,ml cloud frontend python,frontend autocad,6.08,5500,0,0
S01733,I012,design analysis presentation,analysis frontend sql,7.75,4500,1,1
S01984,I039,java ml frontend,cloud ml writing,9.29,4500,0,0
S00519,I016,analysis autocad frontend,backend networking,9.02,5000,0,0
S01132,I030,ml design writing sql manufacturing,sql frontend,8.33,5500,0,0
S01952,I014,presentation excel backend networking,analysis ml networking python,6.03,5000,0,0
S00937,I018,java communication ml python manufacturing autocad,java backend networking,7.13,5000,0,0
S01525,I020,cloud excel sql,networking excel,8.18,5000,0,0
S00738,I017,communication manufacturing sql cloud,networking autocad,6.04,5000,0,0
S00007,I006,python backend excel design,sql backend,6.98,5000,0,0
S01304,I036,backend frontend design,frontend autocad,6.61,5500,0,0
S00324,I032,frontend writing autocad backend networking,sql frontend manufacturing,6.84,5000,0,0
S01741,I004,java frontend communication design excel,excel sql design autocad,7.3,4500,1,0
S01366,I029,cloud excel frontend design,design java excel,8.41,5500,0,0
S00068,I025,communication presentation java,networking excel,7.47,5000,0,0
S00730,I029,design cloud networking autocad,design java excel,7.15,5500,0,0
S00696,I013,sql communication cloud writing design autocad,excel backend,6.77,5500,0,0
S01528,I014,excel ml cloud,analysis ml networking python,8.7,5000,1,0
S00194,I023,analysis sql design,manufacturing presentation design,8.37,5500,0,0
S01922,I022,cloud communication sql python analysis networking,networking java,9.75,4500,1,0
S01319,I003,cloud ml writing frontend design,networking manufacturing frontend java python,7.98,5500,0,0
S00746,I004,autocad analysis frontend networking,excel sql design autocad,7.85,4500,0,0
S00401,I039,backend python presentation,cloud ml writing,7.24,4500,0,0
S00300,I033,excel cloud ml,backend excel java,6.96,5000,0,0
S01457,I011,java backend networking autocad frontend sql,presentation communication excel ml cloud,10.0,5500,0,0
S00057,I008,sql python cloud java writing,networking ml manufacturing,6.73,5500,0,0
S01471,I019,sql presentation frontend design ml backend,design writing java,6.83,5500,1,0
S00033,I001,ml backend design,java writing sql,6.76,5000,0,0
S00622,I033,cloud presentation design,backend excel java,8.78,5000,0,0
S00510,I006,networking python autocad backend sql,sql backend,7.75,5000,0,0
S00217,I035,analysis frontend backend python,java autocad communication sql,7.75,4500,0,0
S00184,I027,ml cloud communication sql,communication design networking,7.28,4500,0,0
S00510,I030,networking python autocad backend sql,sql frontend,7.75,5500,1,0
S00651,I023,presentation frontend java,manufacturing presentation design,8.72,5500,0,0
S00683,I034,sql python communication backend ml,python networking,8.51,5000,0,0
S00163,I040,backend sql communication,java cloud,9.09,4500,0,0
S01687,I037,presentation excel analysis,java manufacturing,7.37,5000,0,0
S00995,I014,cloud backend manufacturing ml autocad,analysis ml networking python,7.39,5000,0,0
S00926,I033,writing java networking cloud sql,backend excel java,7.41,5000,0,0
S01323,I029,python frontend excel sql java presentation,design java excel,8.27,5500,1,1
S01237,I008,writing networking java excel,networking ml manufacturing,5.07,5500,0,0
S00164,I036,cloud writing analysis backend frontend,frontend autocad,5.92,5500,0,0
S00583,I032,java autocad cloud excel manufacturing,sql frontend manufacturing,9.04,5000,1,1
S00487,I028,frontend sql networking ml,python design java presentation networking,6.27,4500,1,0
S00049,I010,cloud autocad frontend writing java,manufacturing design backend,7.26,5500,0,0
S00764,I008,sql backend frontend analysis,networking ml manufacturing,9.14,5500,0,0
S00835,I012,presentation networking java autocad writing cloud,analysis frontend sql,7.76,4500,0,0
S00089,I024,excel cloud networking python writing ml,autocad analysis writing python backend,7.79,5000,0,0
S00256,I033,python writing communication presentation,backend excel java,8.29,5000,0,0
S00968,I012,python ml design frontend backend communication,analysis frontend sql,6.02,4500,1,0
S01980,I037,ml writing excel networking analysis,java manufacturing,7.97,5000,0,0
S01857,I038,sql autocad cloud,cloud autocad analysis python sql,8.9,4500,1,1
S00983,I009,analysis excel networking backend sql,sql excel analysis python,8.31,5500,0,0
S01788,I004,analysis backend frontend communication cloud design,excel sql design autocad,8.35,4500,1,0
S00333,I008,writing design networking presentation backend frontend,networking ml manufacturing,5.26,5500,0,0
S01472,I011,backend cloud ml design excel sql,presentation communication excel ml cloud,7.73,5500,0,0
S01843,I038,writing analysis manufacturing communication networking,cloud autocad analysis python sql,8.47,4500,0,0
S00835,I006,presentation networking java autocad writing cloud,sql backend,7.76,5000,0,0
S01144,I023,communication cloud excel backend writing frontend,manufacturing presentation design,6.66,5500,0,0
S01775,I007,autocad communication python frontend backend manufacturing,cloud networking backend communication ml,7.38,4500,0,0
S00262,I035,excel backend java communication frontend,java autocad communication sql,7.4,4500,0,0
S00213,I027,writing cloud java sql,communication design networking,7.85,4500,0,0
S00583,I040,java autocad cloud excel manufacturing,java cloud,9.04,4500,1,1
S01726,I023,sql writing autocad java presentation backend,manufacturing presentation design,6.56,5500,1,0
S01642,I017,design autocad ml networking python analysis,networking autocad,6.26,5000,0,0
S00458,I002,design ml python manufacturing,python sql,7.73,5500,1,0
S01068,I002,analysis python ml java writing excel,python sql,8.36,5500,1,0
S01215,I021,autocad ml java excel cloud python,ml writing,5.74,4500,0,0
S00848,I032,excel ml cloud presentation design manufacturing,sql frontend manufacturing,8.21,5000,1,0
S01475,I026,python frontend writing cloud,networking analysis sql manufacturing cloud,6.81,4500,0,0
S00233,I001,java communication frontend autocad,java writing sql,8.8,5000,0,0
S01823,I034,excel backend manufacturing communication networking,python networking,8.61,5000,1,0
S00855,I020,frontend backend excel ml cloud python,networking excel,5.82,5000,0,0
S01839,I032,manufacturing sql backend java frontend,sql frontend manufacturing,8.23,5000,1,0
S00789,I029,frontend autocad python,design java excel,6.76,5500,0,0
S01725,I013,cloud python backend,excel backend,9.41,5500,0,0
S01062,I007,manufacturing python analysis networking frontend excel,cloud networking backend communication ml,8.39,4500,0,0
S00215,I006,communication backend frontend writing,sql backend,7.38,5000,1,1
S01028,I015,backend autocad networking ml sql communication,frontend analysis,6.67,5500,1,1
S00288,I016,networking writing frontend autocad excel design,backend networking,6.31,5000,0,0
S01100,I031,manufacturing excel networking sql,communication sql,7.38,4500,1,0
S01976,I034,ml java frontend writing,python networking,6.54,5000,0,0
S01007,I035,backend autocad presentation analysis manufacturing design,java autocad communication sql,9.27,4500,0,0
S01981,I020,presentation excel writing,networking excel,8.05,5000,0,0
S00290,I010,autocad sql presentation writing networking communication,manufacturing design backend,8.47,5500,0,0
S01555,I001,ml presentation manufacturing frontend java excel,java writing sql,9.43,5000,1,1
S01922,I017,cloud communication sql python analysis networking,networking autocad,9.75,5000,0,0
S01756,I032,java presentation communication networking design,sql frontend manufacturing,7.19,5000,0,0
S00694,I011,manufacturing cloud frontend writing analysis java,presentation communication excel ml cloud,8.1,5500,0,0
S01263,I020,analysis backend java writing design ml,networking excel,6.79,5000,0,0
S00517,I037,autocad java analysis design writing networking,java manufacturing,8.4,5000,0,0
S00792,I029,cloud manufacturing communication presentation networking,design java excel,6.96,5500,0,0
S00011,I014,excel design frontend manufacturing java python,analysis ml networking python,6.39,5000,0,0
S01272,I030,networking communication backend design presentation,sql frontend,8.25,5500,0,0
S00175,I020,frontend sql presentation,networking excel,6.85,5000,0,0
S00283,I014,java presentation networking python cloud,analysis ml networking python,7.36,5000,0,0
S01296,I010,sql autocad analysis presentation,manufacturing design backend,6.24,5500,1,1
S01376,I025,sql cloud excel java,networking excel,8.07,5000,1,1
S00637,I036,analysis networking cloud,frontend autocad,8.31,5500,0,0
S00033,I021,ml backend design,ml writing,6.76,4500,0,0
S01729,I036,java sql design autocad,frontend autocad,7.4,5500,0,0
S00468,I033,cloud writing design frontend backend,backend excel java,6.52,5000,0,0
S00733,I007,sql backend java design python,cloud networking backend communication ml,7.71,4500,0,0
S00552,I039,communication writing cloud sql,cloud ml writing,7.89,4500,0,0
S01868,I016,backend autocad excel manufacturing analysis,backend networking,6.38,5000,0,0
S00669,I016,cloud design excel sql ml,backend networking,9.31,5000,1,0
S00455,I015,networking cloud python design autocad presentation,frontend analysis,8.42,5500,0,0
S01367,I039,excel python frontend backend,cloud ml writing,8.39,4500,0,0
S00415,I038,presentation communication backend analysis,cloud autocad analysis python sql,6.9,4500,0,0
S00507,I009,excel cloud writing frontend sql java,sql excel analysis python,7.46,5500,1,0
S00397,I009,ml autocad networking java presentation communication,sql excel analysis python,8.29,5500,0,0
S01356,I027,design networking writing presentation sql cloud,communication design networking,6.48,4500,1,1
S01991,I021,design sql cloud networking excel ml,ml writing,8.25,4500,0,0
S01985,I022,frontend excel backend writing java design,networking java,6.86,4500,1,1
S00699,I032,analysis writing sql presentation,sql frontend manufacturing,7.18,5000,0,0
S01693,I035,frontend communication ml,java autocad communication sql,7.87,4500,1,0
S00901,I023,backend excel cloud sql,manufacturing presentation design,8.37,5500,0,0
S00323,I009,backend frontend writing excel networking,sql excel analysis python,7.91,5500,0,0
S01038,I021,writing frontend sql communication ml python,ml writing,8.49,4500,0,0
S00233,I025,java communication frontend autocad,networking excel,8.8,5000,0,0
S01295,I025,frontend writing design python communication ml,networking excel,8.25,5000,0,0
S01184,I010,presentation frontend ml communication java cloud,manufacturing design backend,6.16,5500,0,0
S00404,I018,autocad writing sql frontend analysis,java backend networking,8.78,5000,0,0
S00468,I024,cloud writing design frontend backend,autocad analysis writing python backend,6.52,5000,0,0
S00702,I005,analysis presentation backend design writing,presentation sql,9.86,4500,0,0
S01640,I005,analysis backend frontend autocad,presentation sql,7.86,4500,0,0
S00337,I031,excel python analysis,communication sql,8.41,4500,0,0
S01382,I033,cloud analysis backend autocad frontend manufacturing,backend excel java,8.41,5000,1,0
S00577,I005,excel manufacturing writing frontend networking,presentation sql,7.23,4500,0,0
S00161,I018,communication python excel,java backend networking,9.3,5000,0,0
S01349,I031,sql ml backend excel networking,communication sql,8.73,4500,0,0
S01166,I027,writing excel autocad backend analysis sql,communication design networking,6.55,4500,0,0
S00586,I027,writing design excel presentation,communication design networking,6.79,4500,0,0
S01471,I002,sql presentation frontend design ml backend,python sql,6.83,5500,0,0
S00964,I017,networking analysis design,networking autocad,8.81,5000,0,0
S01026,I004,sql python java cloud frontend,excel sql design autocad,7.63,4500,0,0
S00545,I038,cloud presentation autocad ml,cloud autocad analysis python sql,6.09,4500,0,0
S01586,I011,autocad design backend,presentation communication excel ml cloud,6.4,5500,0,0
S00198,I006,python ml analysis frontend,sql backend,7.34,5000,1,1
S00128,I037,excel analysis backend,java manufacturing,8.07,5000,0,0
S01340,I022,frontend java networking,networking java,7.66,4500,1,1
S00324,I018,frontend writing autocad backend networking,java backend networking,6.84,5000,0,0
S00435,I013,communication design java writing,excel backend,6.83,5500,0,0
S01851,I025,analysis manufacturing ml autocad frontend,networking excel,5.78,5000,0,0
S00202,I035,cloud excel sql python writing,java autocad communication sql,6.94,4500,0,0
S00601,I037,frontend sql excel,java manufacturing,7.22,5000,0,0
S00679,I025,manufacturing backend java excel communication,networking excel,6.67,5000,0,0
S00381,I037,backend ml design frontend analysis,java manufacturing,7.2,5000,1,1
S00503,I035,cloud presentation manufacturing frontend python autocad,java autocad communication sql,7.81,4500,0,0
S00754,I034,design autocad networking sql java communication,python networking,6.06,5000,0,0
S01754,I024,communication cloud ml,autocad analysis writing python backend,8.13,5000,0,0
S01201,I002,autocad backend java sql ml,python sql,10.0,5500,1,0
S01503,I039,python sql networking autocad design,cloud ml writing,7.69,4500,1,1
S01453,I021,writing autocad manufacturing frontend design python,ml writing,8.44,4500,0,0
S00682,I016,writing presentation sql excel,backend networking,6.29,5000,0,0
S01560,I023,networking autocad backend analysis,manufacturing presentation design,8.18,5500,0,0
S00382,I031,ml python frontend sql autocad java,communication sql,6.28,4500,0,0
S01032,I034,sql excel ml python autocad analysis,python networking,5.83,5000,1,0
S00396,I009,excel cloud backend python ml,sql excel analysis python,8.9,5500,0,0
S00282,I022,java manufacturing design ml cloud networking,networking java,7.84,4500,0,0
S01454,I012,java communication backend,analysis frontend sql,7.24,4500,0,0
S00641,I016,communication networking design excel analysis,backend networking,9.8,5000,1,0
S00410,I021,frontend analysis writing autocad,ml writing,8.65,4500,1,0
S01001,I034,analysis java manufacturing frontend python networking,python networking,8.57,5000,0,0
S01020,I003,manufacturing design ml autocad excel,networking manufacturing frontend java python,7.41,5500,1,0
S01797,I028,backend cloud autocad,python design java presentation networking,8.48,4500,0,0
S00660,I027,python manufacturing backend communication,communication design networking,6.15,4500,0,0
S00257,I007,presentation analysis design cloud,cloud networking backend communication ml,9.29,4500,0,0
S01123,I019,excel python manufacturing analysis frontend writing,design writing java,6.65,5500,0,0
S01893,I022,autocad backend frontend cloud presentation,networking java,6.23,4500,0,0
S00001,I019,java design ml python manufacturing,design writing java,8.05,5500,0,0
S00381,I035,backend ml design frontend analysis,java autocad communication sql,7.2,4500,1,0
S00524,I015,communication cloud analysis,frontend analysis,7.07,5500,0,0
S01908,I008,presentation autocad cloud design networking,networking ml manufacturing,6.88,5500,1,0
S01011,I031,java python design excel backend manufacturing,communication sql,9.89,4500,0,0
S01787,I003,python writing communication excel,networking manufacturing frontend java python,6.05,5500,0,0
S00720,I007,python presentation java ml communication,cloud networking backend communication ml,7.91,4500,1,1
S01471,I034,sql presentation frontend design ml backend,python networking,6.83,5000,0,0
S00808,I013,backend cloud sql networking ml java,excel backend,6.67,5500,0,0
S01452,I023,frontend ml excel communication design,manufacturing presentation design,7.05,5500,0,0
S01548,I028,cloud ml writing,python design java presentation networking,7.88,4500,0,0
S01057,I020,frontend manufacturing analysis autocad communication backend,networking excel,6.19,5000,0,0
S01598,I019,sql design presentation autocad writing ml,design writing java,9.37,5500,1,1
S01445,I037,manufacturing sql java networking,java manufacturing,9.56,5000,0,0
S00843,I020,java design backend,networking excel,9.34,5000,1,1
S01165,I028,networking cloud analysis,python design java presentation networking,8.41,4500,1,1
S00362,I008,presentation cloud writing,networking ml manufacturing,8.02,5500,0,0
S00445,I016,communication writing sql cloud analysis manufacturing,backend networking,7.46,5000,0,0
S00427,I026,python writing autocad communication frontend,networking analysis sql manufacturing cloud,8.63,4500,0,0
S01220,I003,presentation ml sql,networking manufacturing frontend java python,7.75,5500,0,0
S01198,I039,networking design autocad backend analysis,cloud ml writing,6.4,4500,0,0
S00024,I036,analysis manufacturing cloud networking ml presentation,frontend autocad,7.72,5500,1,0
