student_id,internship_id,skills,req_skills_job,gpa,stipend_internship,reservation,gender,rural,match,accept
S01598,I043,analysis autocad design,presentation seo communication writing,8.7,5000,ST,M,0,1,0
S01335,I050,presentation backend excel,ml frontend networking,8.06,5000,GEN,M,1,0,0
S02917,I056,python sql communication surveying excel,ml networking python,6.91,5000,GEN,M,0,1,1
S03790,I012,networking financial_modeling java analysis,writing excel seo,6.71,5000,GEN,F,0,0,0
S02812,I053,manufacturing sql java,backend sql cloud,7.12,5000,GEN,M,0,0,0
S01524,I052,excel social_media presentation,cloud ml frontend,8.43,5000,GEN,M,0,1,1
S00843,I055,networking cloud construction_management seo,cloud ml backend python,8.67,5000,OBC,F,0,0,0
S00757,I050,seo social_media presentation analysis,ml frontend networking,7.06,5000,GEN,M,0,0,0
S02960,I045,financial_modeling sql,communication analysis excel,6.16,5000,OBC,F,0,0,0
S00894,I020,writing social_media frontend seo communication,financial_modeling excel presentation,6.73,5000,OBC,O,0,0,0
S01620,I012,python networking financial_modeling social_media,writing excel seo,8.23,5000,OBC,M,1,0,0
S00807,I056,manufacturing design analysis python writing,ml networking python,8.0,5000,SC,F,0,1,1
S00555,I002,backend sql cloud seo,autocad analysis,7.34,5000,SC,F,0,0,0
S02514,I001,autocad frontend financial_modeling java,manufacturing design cad_modelling autocad,5.84,5000,SC,F,1,0,0
S00183,I045,networking python surveying backend pcb_design,communication analysis excel,7.55,5000,OBC,F,0,0,0
S03983,I001,ml seo sql excel design,manufacturing design cad_modelling autocad,6.29,5000,SC,M,1,1,1
S01647,I051,frontend backend cad_modelling,networking ml python,7.1,5000,GEN,F,0,0,0
S01057,I015,surveying java,communication presentation excel,5.81,5000,GEN,M,1,0,0
S01968,I041,manufacturing design,communication design excel seo,8.94,5000,GEN,M,0,0,0
S01367,I026,sql ml cloud seo cad_modelling,networking pcb_design design,7.81,5000,GEN,M,0,0,0
S03377,I015,cad_modelling analysis autocad manufacturing,communication presentation excel,6.2,5000,GEN,F,1,0,0
S00982,I019,cad_modelling analysis excel financial_modeling seo,construction_management analysis surveying autocad,6.56,5000,OBC,M,0,0,0
S03902,I010,design surveying frontend cloud cad_modelling,presentation sql,6.97,5000,GEN,M,0,0,0
S01367,I007,sql ml cloud seo cad_modelling,manufacturing design networking pcb_design,7.81,5000,GEN,M,0,0,0
S01567,I058,sql communication,cloud sql,6.79,5000,OBC,M,1,1,1
S03402,I033,networking ml,python design analysis,6.11,5000,OBC,M,1,0,0
S02815,I010,design manufacturing analysis networking construction_management,presentation sql,7.56,5000,GEN,F,0,0,0
S01243,I027,financial_modeling analysis surveying sql communication,autocad construction_management analysis,5.4,5000,GEN,F,0,0,0
S03033,I054,presentation sql cloud backend,networking sql frontend backend,6.51,5000,OBC,M,1,0,0
S02914,I036,python backend presentation,frontend python,6.99,5000,GEN,M,0,1,1
S02510,I060,frontend ml networking seo,design pcb_design analysis python,7.66,5000,GEN,F,0,0,0
S01169,I015,communication python networking cad_modelling presentation,communication presentation excel,7.26,5000,ST,F,0,0,0
S02007,I046,autocad backend seo social_media,cloud backend frontend,7.96,5000,GEN,M,1,0,0
S03573,I035,presentation communication analysis manufacturing backend,presentation financial_modeling,6.56,5000,OBC,M,0,0,0
S00819,I046,communication financial_modeling analysis,cloud backend frontend,5.96,5000,OBC,M,0,0,0
S00994,I050,communication presentation financial_modeling backend excel,ml frontend networking,8.71,5000,GEN,M,1,0,0
S02263,I039,networking backend,excel sql,6.48,5000,OBC,M,0,0,0
S02918,I019,design autocad ml python surveying,construction_management analysis surveying autocad,7.02,5000,SC,M,0,1,1
S01835,I029,presentation excel ml,design communication,6.12,5000,GEN,M,0,0,0
S00739,I038,presentation communication design social_media,sql analysis,5.16,5000,GEN,M,1,0,0
S01663,I039,analysis autocad backend python,excel sql,7.64,5000,GEN,M,1,0,0
S01071,I056,seo excel ml design,ml networking python,5.32,5000,GEN,F,0,1,0
S00289,I015,seo manufacturing cad_modelling communication,communication presentation excel,8.69,5000,GEN,F,0,0,0
S03457,I059,java financial_modeling,analysis design manufacturing autocad,8.87,5000,OBC,F,1,0,0
S03365,I001,java frontend sql financial_modeling,manufacturing design cad_modelling autocad,8.37,5000,OBC,F,0,1,0
S01448,I014,social_media seo writing,backend python frontend,7.0,5000,GEN,M,0,0,0
S03184,I053,design pcb_design,backend sql cloud,7.71,5000,GEN,M,0,1,1
S00904,I050,autocad python seo presentation,ml frontend networking,6.96,5000,GEN,M,1,0,0
S00896,I056,networking manufacturing,ml networking python,7.88,5000,GEN,M,0,0,0
S02818,I038,frontend backend java presentation,sql analysis,9.39,5000,GEN,M,1,0,0
S03926,I051,analysis design,networking ml python,7.23,5000,SC,F,0,1,1
S00809,I005,cad_modelling manufacturing financial_modeling,design analysis construction_management,6.68,5000,SC,M,0,0,0
S02493,I044,seo surveying,sql presentation financial_modeling,5.22,5000,GEN,F,1,0,0
S01523,I001,sql backend frontend,manufacturing design cad_modelling autocad,7.33,5000,OBC,M,1,0,0
S03017,I052,networking design,cloud ml frontend,5.95,5000,OBC,F,0,0,0
S02584,I013,seo cad_modelling writing,surveying analysis construction_management design,8.82,5000,GEN,F,0,0,0
S03356,I039,writing excel seo,excel sql,8.17,5000,OBC,M,1,0,0
S03731,I016,analysis cad_modelling,manufacturing python,7.77,5000,GEN,M,0,0,0
S01300,I039,networking analysis python cad_modelling backend,excel sql,7.46,5000,OBC,M,0,0,0
S03582,I001,frontend backend networking presentation,manufacturing design cad_modelling autocad,8.27,5000,GEN,F,1,0,0
S03975,I034,python ml java,design python manufacturing,7.01,5000,GEN,F,1,0,0
S03977,I016,manufacturing python,manufacturing python,7.97,5000,GEN,F,0,0,0
S01524,I029,excel social_media presentation,design communication,8.43,5000,GEN,M,0,0,0
S01034,I031,surveying construction_management,sql analysis,7.51,5000,OBC,F,1,0,0
S01699,I037,networking frontend cloud sql,networking python cloud backend,7.49,5000,GEN,F,1,0,0
S01547,I052,frontend ml,cloud ml frontend,6.66,5000,OBC,F,1,1,1
S02264,I038,analysis design pcb_design,sql analysis,6.91,5000,OBC,M,0,1,1
S00790,I052,networking backend,cloud ml frontend,8.04,5000,OBC,F,0,0,0
S02206,I045,python cloud presentation java construction_management,communication analysis excel,7.55,5000,OBC,M,0,0,0
S01403,I009,cloud networking presentation excel,design autocad,5.66,5000,GEN,M,0,0,0
S01003,I040,pcb_design python surveying analysis design,social_media design writing,4.3,5000,GEN,F,1,0,0
S00312,I010,excel sql presentation,presentation sql,7.05,5000,OBC,M,0,0,0
S00385,I015,communication frontend,communication presentation excel,7.2,5000,OBC,M,1,0,0
S01919,I011,design autocad surveying python seo,communication analysis,7.44,5000,OBC,F,0,0,0
S03241,I041,sql frontend python financial_modeling,communication design excel seo,7.34,5000,SC,F,1,1,1
S02249,I034,construction_management surveying presentation,design python manufacturing,4.92,5000,OBC,F,0,0,0
S00418,I007,pcb_design python networking analysis ml,manufacturing design networking pcb_design,7.15,5000,OBC,M,1,1,1
S03728,I008,sql presentation,networking manufacturing python design,7.19,5000,OBC,F,1,0,0
S00899,I007,networking frontend,manufacturing design networking pcb_design,5.44,5000,GEN,M,0,0,0
S02233,I026,construction_management python,networking pcb_design design,9.02,5000,GEN,M,1,0,0
S01830,I019,design analysis social_media,construction_management analysis surveying autocad,6.27,5000,GEN,F,0,0,0
S00189,I060,sql construction_management ml python seo,design pcb_design analysis python,7.32,5000,GEN,F,0,0,0
S03803,I058,analysis pcb_design java,cloud sql,7.81,5000,SC,F,0,0,0
S02808,I030,autocad manufacturing cad_modelling java,python sql java cloud,8.45,5000,GEN,F,0,1,0
S03592,I039,financial_modeling analysis ml,excel sql,4.7,5000,GEN,M,1,0,0
S01813,I002,communication financial_modeling presentation backend autocad,autocad analysis,5.95,5000,GEN,F,0,0,0
S02293,I058,presentation analysis java frontend autocad,cloud sql,6.64,5000,GEN,F,1,0,0
S00857,I041,ml java,communication design excel seo,6.45,5000,GEN,F,0,0,0
S02227,I060,seo writing design,design pcb_design analysis python,8.12,5000,GEN,M,0,0,0
S00518,I038,ml java,sql analysis,7.51,5000,GEN,M,0,0,0
S03863,I051,sql analysis financial_modeling,networking ml python,9.53,5000,GEN,M,0,0,0
S01629,I030,financial_modeling excel java analysis presentation,python sql java cloud,6.47,5000,GEN,M,0,1,1
S02015,I025,sql backend design surveying,surveying design,6.18,5000,GEN,F,0,1,0
S01541,I039,presentation sql ml,excel sql,8.96,5000,OBC,M,0,0,0
S01282,I027,seo writing autocad sql,autocad construction_management analysis,6.58,5000,ST,F,1,0,0
S01919,I031,design autocad surveying python seo,sql analysis,7.44,5000,OBC,F,0,0,0
S03466,I060,presentation excel frontend writing,design pcb_design analysis python,6.63,5000,GEN,M,1,0,0
S01973,I027,autocad surveying analysis java social_media,autocad construction_management analysis,7.32,5000,GEN,F,1,0,0
S00365,I008,design communication,networking manufacturing python design,6.01,5000,GEN,F,0,0,0
S02227,I015,seo writing design,communication presentation excel,8.12,5000,GEN,M,0,0,0
S01192,I050,cad_modelling analysis design,ml frontend networking,6.1,5000,GEN,M,1,0,0
S02933,I051,excel communication design,networking ml python,6.36,5000,SC,F,1,0,0
S01693,I013,python networking ml financial_modeling,surveying analysis construction_management design,7.33,5000,GEN,F,0,0,0
S02521,I025,analysis sql,surveying design,6.54,5000,GEN,M,0,1,1
S00581,I037,design python cloud networking ml,networking python cloud backend,6.43,5000,SC,F,1,1,1
S03135,I003,sql networking java financial_modeling manufacturing,ml sql networking python,6.51,5000,GEN,M,0,0,0
S01606,I028,sql construction_management frontend writing backend,design analysis cad_modelling,5.48,5000,GEN,F,0,0,0
S03244,I051,cad_modelling manufacturing cloud networking,networking ml python,7.37,5000,GEN,M,0,0,0
S00873,I002,cloud frontend financial_modeling cad_modelling analysis,autocad analysis,6.77,5000,SC,M,0,0,0
S01911,I045,ml design surveying,communication analysis excel,6.93,5000,GEN,F,0,0,0
S03913,I008,networking python sql autocad backend,networking manufacturing python design,8.3,5000,GEN,M,0,0,0
S01350,I035,communication presentation python writing,presentation financial_modeling,8.45,5000,SC,M,0,0,0
S00553,I028,analysis design manufacturing sql frontend,design analysis cad_modelling,5.75,5000,OBC,M,0,0,0
S00566,I057,java design financial_modeling backend communication,backend sql cloud ml,5.11,5000,OBC,F,1,1,1
S02584,I017,seo cad_modelling writing,analysis presentation,8.82,5000,GEN,F,0,0,0
S00263,I025,design excel communication,surveying design,7.37,5000,GEN,M,1,0,0
S00697,I015,analysis presentation communication frontend,communication presentation excel,5.76,5000,GEN,M,0,0,0
S00196,I054,seo design presentation manufacturing python,networking sql frontend backend,6.1,5000,GEN,M,0,0,0
S00682,I013,presentation analysis frontend social_media excel,surveying analysis construction_management design,5.9,5000,GEN,F,0,0,0
S01440,I045,presentation analysis excel design seo,communication analysis excel,7.43,5000,OBC,F,1,0,0
S03652,I033,manufacturing analysis design surveying pcb_design,python design analysis,6.69,5000,SC,F,0,0,0
S00469,I011,construction_management autocad surveying social_media cloud,communication analysis,8.45,5000,GEN,F,1,1,0
S01623,I054,sql analysis,networking sql frontend backend,6.06,5000,SC,F,1,0,0
S02589,I005,autocad analysis construction_management python,design analysis construction_management,6.81,5000,GEN,F,0,0,0
S02413,I032,design sql construction_management,construction_management surveying autocad design,8.16,5000,GEN,M,0,1,1
S01519,I019,excel design analysis frontend,construction_management analysis surveying autocad,7.76,5000,OBC,F,0,0,0
S03069,I011,design writing ml manufacturing,communication analysis,6.23,5000,OBC,F,1,0,0
S01072,I015,analysis excel,communication presentation excel,6.19,5000,OBC,M,0,0,0
S00662,I040,java python networking backend autocad,social_media design writing,8.38,5000,GEN,M,1,0,0
S00928,I057,sql python ml surveying,backend sql cloud ml,6.25,5000,OBC,F,1,0,0
S03095,I060,cloud python frontend financial_modeling,design pcb_design analysis python,6.83,5000,OBC,M,0,1,0
S00649,I006,networking cloud python java writing,manufacturing cad_modelling analysis design,9.4,5000,ST,F,0,0,0
S01174,I010,pcb_design manufacturing java design construction_management,presentation sql,6.87,5000,GEN,M,0,0,0
S00010,I050,analysis autocad surveying,ml frontend networking,5.09,5000,GEN,F,1,0,0
S00291,I018,pcb_design autocad seo communication design,python java backend,7.08,5000,OBC,F,0,0,0
S01599,I010,autocad cad_modelling analysis seo design,presentation sql,7.95,5000,GEN,F,0,0,0
S00462,I056,manufacturing python analysis,ml networking python,7.68,5000,GEN,M,0,0,0
S03091,I049,financial_modeling analysis writing sql,writing seo design presentation,6.67,5000,OBC,M,0,0,0
S03972,I022,sql ml frontend surveying,writing seo,6.59,5000,OBC,M,0,0,0
S02334,I057,autocad cad_modelling seo,backend sql cloud ml,4.37,5000,GEN,F,0,0,0
S01202,I011,communication writing,communication analysis,7.78,5000,GEN,M,0,1,1
S02847,I060,autocad cad_modelling manufacturing,design pcb_design analysis python,7.5,5000,ST,F,1,0,0
S01349,I022,communication excel social_media manufacturing construction_management,writing seo,8.12,5000,GEN,M,1,0,0
S01868,I029,communication manufacturing backend excel writing,design communication,5.99,5000,OBC,M,1,0,0
S00565,I018,communication excel,python java backend,6.55,5000,OBC,M,1,0,0
S00952,I023,cloud python manufacturing sql,ml frontend sql java,6.88,5000,SC,M,1,0,0
S01625,I056,presentation excel communication python,ml networking python,4.76,5000,GEN,M,0,0,0
S00365,I003,design communication,ml sql networking python,6.01,5000,GEN,F,0,0,0
S00601,I032,cloud sql,construction_management surveying autocad design,6.74,5000,GEN,M,0,0,0
S00667,I008,excel communication,networking manufacturing python design,6.36,5000,GEN,F,1,0,0
S01540,I040,frontend java surveying backend,social_media design writing,6.49,5000,OBC,M,1,0,0
S00802,I007,manufacturing analysis design cloud,manufacturing design networking pcb_design,6.03,5000,OBC,M,0,0,0
S01067,I009,cad_modelling analysis,design autocad,6.69,5000,SC,M,1,0,0
S00878,I014,design excel surveying,backend python frontend,5.23,5000,OBC,M,0,0,0
S00109,I014,surveying construction_management autocad,backend python frontend,7.63,5000,GEN,M,1,0,0
S01206,I058,social_media excel java frontend,cloud sql,7.72,5000,GEN,F,0,0,0
S02561,I032,sql cloud java excel manufacturing,construction_management surveying autocad design,5.18,5000,GEN,F,0,0,0
S01698,I058,backend frontend python manufacturing java,cloud sql,8.89,5000,GEN,M,0,0,0
S00335,I046,design seo writing,cloud backend frontend,7.02,5000,OBC,F,1,0,0
S01545,I044,excel analysis sql communication,sql presentation financial_modeling,7.56,5000,OBC,M,0,0,0
S00482,I038,autocad networking sql java excel,sql analysis,6.23,5000,GEN,M,1,1,1
S03844,I029,writing excel construction_management autocad financial_modeling,design communication,4.89,5000,GEN,F,1,0,0
S03980,I024,social_media writing excel,python pcb_design design,5.27,5000,SC,F,1,0,0
S03321,I025,backend pcb_design writing cad_modelling,surveying design,5.52,5000,GEN,F,1,0,0
S03125,I057,social_media writing,backend sql cloud ml,8.32,5000,GEN,M,0,0,0
S03325,I033,communication financial_modeling manufacturing,python design analysis,5.6,5000,SC,M,0,0,0
S03211,I019,sql python pcb_design excel,construction_management analysis surveying autocad,6.44,5000,OBC,F,1,1,0
S02563,I012,sql autocad frontend networking social_media,writing excel seo,7.37,5000,SC,O,1,0,0
S00632,I038,design cad_modelling construction_management,sql analysis,9.08,5000,SC,M,0,0,0
S01263,I023,social_media seo,ml frontend sql java,6.35,5000,OBC,M,1,0,0
S00784,I053,design construction_management analysis networking social_media,backend sql cloud,6.84,5000,GEN,M,0,0,0
S00522,I017,communication social_media python,analysis presentation,7.15,5000,GEN,F,0,0,0
S00961,I050,financial_modeling social_media,ml frontend networking,7.4,5000,GEN,M,0,0,0
S02399,I020,design sql autocad construction_management,financial_modeling excel presentation,7.23,5000,OBC,M,0,0,0
S02059,I059,analysis manufacturing pcb_design,analysis design manufacturing autocad,7.01,5000,GEN,F,0,1,0
S00374,I023,frontend java design ml backend,ml frontend sql java,5.7,5000,ST,F,0,1,1
S02351,I050,autocad analysis,ml frontend networking,8.81,5000,GEN,M,0,0,0
S01862,I031,seo design social_media surveying,sql analysis,6.06,5000,GEN,F,0,0,0
S00914,I025,excel sql manufacturing,surveying design,7.9,5000,SC,F,0,0,0
S01248,I045,autocad cad_modelling design java,communication analysis excel,7.02,5000,SC,M,1,0,0
S00615,I002,presentation financial_modeling sql design,autocad analysis,6.97,5000,SC,M,1,0,0
S01726,I007,backend java python communication cad_modelling,manufacturing design networking pcb_design,6.14,5000,ST,M,1,0,0
S01633,I031,construction_management design backend sql java,sql analysis,7.51,5000,OBC,M,1,1,1
S00592,I029,manufacturing python surveying design,design communication,7.2,5000,GEN,M,1,0,0
S01077,I060,sql java python ml,design pcb_design analysis python,7.55,5000,OBC,M,1,1,1
S00146,I056,design excel python writing,ml networking python,6.89,5000,GEN,M,0,0,0
S02052,I053,analysis excel pcb_design,backend sql cloud,6.82,5000,OBC,M,1,1,1
S01819,I019,python networking sql ml financial_modeling,construction_management analysis surveying autocad,6.58,5000,OBC,F,1,0,0
S02842,I018,communication design surveying,python java backend,7.54,5000,OBC,M,0,0,0
S01059,I045,python ml manufacturing construction_management design,communication analysis excel,8.39,5000,ST,M,0,0,0
S00956,I060,networking excel,design pcb_design analysis python,7.55,5000,SC,M,1,0,0
S03856,I009,design pcb_design analysis writing,design autocad,5.82,5000,GEN,F,0,1,1
S03980,I014,social_media writing excel,backend python frontend,5.27,5000,SC,F,1,0,0
S02211,I008,java sql autocad python,networking manufacturing python design,7.96,5000,GEN,M,0,0,0
S01492,I013,python design construction_management writing,surveying analysis construction_management design,8.07,5000,GEN,F,0,1,0
S00823,I053,frontend java sql design,backend sql cloud,7.86,5000,GEN,M,0,1,1
S03198,I009,design surveying analysis ml,design autocad,6.08,5000,GEN,F,0,0,0
S03514,I058,communication presentation excel,cloud sql,6.37,5000,GEN,M,0,0,0
S01632,I040,frontend ml backend,social_media design writing,4.87,5000,GEN,F,0,0,0
S03324,I005,python networking construction_management presentation java,design analysis construction_management,6.65,5000,OBC,M,1,0,0
S01779,I028,presentation sql writing python construction_management,design analysis cad_modelling,5.76,5000,GEN,M,0,0,0
S02871,I042,autocad cad_modelling design frontend python,communication excel presentation,7.96,5000,OBC,F,0,0,0
S03557,I045,backend sql frontend social_media cloud,communication analysis excel,7.96,5000,OBC,F,1,0,0
S03672,I058,construction_management design surveying manufacturing,cloud sql,7.49,5000,GEN,F,1,0,0
S03595,I010,communication analysis presentation backend sql,presentation sql,6.83,5000,OBC,F,0,0,0
S01420,I031,networking backend financial_modeling,sql analysis,8.24,5000,OBC,M,1,0,0
S01267,I046,python java excel communication sql,cloud backend frontend,5.03,5000,GEN,M,0,0,0
S01685,I060,excel social_media cloud frontend communication,design pcb_design analysis python,7.73,5000,GEN,F,1,0,0
S00987,I046,frontend backend manufacturing,cloud backend frontend,7.37,5000,SC,M,1,0,0
S03701,I049,presentation excel financial_modeling,writing seo design presentation,6.7,5000,OBC,M,0,0,0
S00265,I049,autocad manufacturing,writing seo design presentation,6.94,5000,GEN,F,0,1,0
S03486,I059,autocad cad_modelling analysis,analysis design manufacturing autocad,6.69,5000,GEN,M,0,1,1
S03177,I044,autocad sql,sql presentation financial_modeling,8.72,5000,GEN,M,0,1,0
S03637,I022,frontend backend sql,writing seo,6.23,5000,SC,M,1,0,0
S03638,I033,networking python,python design analysis,6.54,5000,GEN,M,0,0,0
S03506,I038,manufacturing sql,sql analysis,5.7,5000,GEN,M,0,0,0
S02078,I029,design autocad analysis,design communication,7.84,5000,GEN,M,0,1,1
S03967,I044,python presentation analysis writing communication,sql presentation financial_modeling,8.61,5000,GEN,M,1,1,1
S01409,I026,writing social_media communication ml frontend,networking pcb_design design,7.03,5000,SC,M,1,0,0
S00883,I027,sql communication financial_modeling,autocad construction_management analysis,6.97,5000,GEN,M,0,0,0
S03657,I004,financial_modeling excel frontend seo pcb_design,surveying construction_management autocad design,7.69,5000,ST,F,1,0,0
S01093,I013,java frontend construction_management seo,surveying analysis construction_management design,5.02,5000,OBC,M,0,0,0
S02601,I056,autocad surveying design communication java,ml networking python,6.65,5000,GEN,M,1,1,1
S03760,I046,writing python,cloud backend frontend,6.37,5000,OBC,F,1,0,0
S01364,I025,backend cloud financial_modeling social_media,surveying design,6.73,5000,OBC,F,0,1,0
S03145,I027,manufacturing design python presentation excel,autocad construction_management analysis,7.03,5000,GEN,F,0,0,0
S01189,I031,design analysis sql surveying frontend,sql analysis,7.67,5000,GEN,M,0,0,0
S02353,I052,cloud java,cloud ml frontend,7.28,5000,GEN,M,1,0,0
S01154,I030,presentation networking python java analysis,python sql java cloud,6.51,5000,ST,M,0,1,1
S02287,I050,pcb_design design,ml frontend networking,6.01,5000,OBC,F,0,0,0
S00550,I035,pcb_design analysis python manufacturing seo,presentation financial_modeling,6.31,5000,OBC,F,0,0,0
S02083,I021,networking design,design manufacturing autocad cad_modelling,8.07,5000,GEN,F,1,1,1
S00609,I027,networking python,autocad construction_management analysis,7.65,5000,GEN,F,0,0,0
S02077,I035,design manufacturing,presentation financial_modeling,7.53,5000,GEN,M,1,0,0
S01591,I059,ml analysis,analysis design manufacturing autocad,8.83,5000,GEN,F,0,0,0
S03698,I003,communication autocad writing backend,ml sql networking python,5.6,5000,GEN,M,0,0,0
S01707,I048,communication design backend autocad networking,ml java,8.2,5000,GEN,F,0,0,0
S03859,I014,financial_modeling backend frontend,backend python frontend,8.87,5000,GEN,F,1,1,0
S01879,I049,ml sql java seo communication,writing seo design presentation,5.63,5000,GEN,M,0,0,0
S02371,I037,financial_modeling surveying autocad,networking python cloud backend,7.49,5000,GEN,M,1,0,0
S02289,I044,design surveying,sql presentation financial_modeling,5.81,5000,OBC,M,1,0,0
S03454,I050,analysis design construction_management pcb_design,ml frontend networking,6.22,5000,GEN,F,0,0,0
S02139,I009,communication analysis seo design construction_management,design autocad,7.01,5000,SC,F,0,0,0
S02629,I032,writing seo communication,construction_management surveying autocad design,7.25,5000,GEN,M,0,0,0
S00886,I056,analysis cad_modelling sql backend autocad,ml networking python,7.47,5000,GEN,M,1,1,1
S03778,I048,excel presentation communication,ml java,6.3,5000,GEN,M,0,0,0
S01935,I029,communication sql social_media backend cloud,design communication,9.27,5000,OBC,F,1,1,1
S01154,I016,presentation networking python java analysis,manufacturing python,6.51,5000,ST,M,0,0,0
S03638,I032,networking python,construction_management surveying autocad design,6.54,5000,GEN,M,0,0,0
S03376,I037,financial_modeling sql pcb_design,networking python cloud backend,7.39,5000,OBC,M,0,0,0
S00594,I012,frontend java,writing excel seo,6.52,5000,ST,F,1,0,0
S00858,I047,financial_modeling social_media,cad_modelling design manufacturing,9.56,5000,ST,M,1,1,1
S03076,I059,backend cloud sql networking construction_management,analysis design manufacturing autocad,6.94,5000,ST,M,1,0,0
S03541,I025,manufacturing analysis,surveying design,6.6,5000,OBC,F,1,0,0
S03905,I016,sql presentation communication social_media,manufacturing python,7.02,5000,OBC,M,1,0,0
S01942,I052,construction_management java writing seo,cloud ml frontend,6.2,5000,OBC,F,1,0,0
S00970,I030,analysis presentation sql excel,python sql java cloud,6.32,5000,GEN,M,1,1,0
S02435,I011,excel python sql social_media,communication analysis,8.22,5000,OBC,M,0,0,0
S01984,I020,excel analysis,financial_modeling excel presentation,8.63,5000,OBC,M,1,0,0
S03440,I004,analysis autocad surveying social_media sql,surveying construction_management autocad design,6.28,5000,OBC,M,1,0,0
S02471,I034,autocad analysis,design python manufacturing,7.32,5000,ST,F,1,0,0
S02729,I052,analysis pcb_design frontend,cloud ml frontend,7.59,5000,GEN,F,0,0,0
S03382,I030,communication financial_modeling frontend autocad java,python sql java cloud,7.52,5000,GEN,M,0,0,0
S02827,I003,cad_modelling autocad design,ml sql networking python,6.27,5000,GEN,F,1,0,0
S02267,I060,seo surveying communication,design pcb_design analysis python,6.22,5000,GEN,F,0,0,0
S02634,I046,sql backend pcb_design,cloud backend frontend,8.67,5000,SC,M,1,1,0
S03987,I054,pcb_design analysis communication networking,networking sql frontend backend,8.21,5000,SC,F,0,1,0
S02570,I028,communication pcb_design,design analysis cad_modelling,7.36,5000,GEN,M,1,0,0
S01811,I051,autocad cad_modelling construction_management analysis,networking ml python,5.34,5000,GEN,M,0,0,0
S03307,I002,excel analysis,autocad analysis,8.24,5000,OBC,F,1,1,0
S00488,I044,excel surveying,sql presentation financial_modeling,7.38,5000,OBC,M,1,0,0
S01705,I015,social_media design writing,communication presentation excel,5.48,5000,GEN,M,0,0,0
S03265,I052,presentation excel java,cloud ml frontend,7.46,5000,GEN,F,0,0,0
S03248,I036,communication excel,frontend python,5.77,5000,ST,F,0,0,0
S00339,I001,design excel presentation python cad_modelling,manufacturing design cad_modelling autocad,5.52,5000,GEN,M,1,1,1
S02682,I023,presentation cad_modelling design pcb_design,ml frontend sql java,7.1,5000,GEN,F,0,0,0
S02731,I035,java sql cloud frontend,presentation financial_modeling,6.53,5000,GEN,F,1,0,0
S00911,I014,autocad surveying communication design java,backend python frontend,5.93,5000,GEN,M,1,0,0
S01168,I008,autocad cad_modelling analysis,networking manufacturing python design,6.18,5000,GEN,F,1,0,0
S02998,I035,analysis java,presentation financial_modeling,8.23,5000,OBC,M,1,1,1
S00594,I018,frontend java,python java backend,6.52,5000,ST,F,1,0,0
S02607,I040,presentation financial_modeling excel,social_media design writing,7.06,5000,GEN,M,0,0,0
S00546,I046,networking manufacturing,cloud backend frontend,7.87,5000,GEN,M,1,1,0
S02634,I057,sql backend pcb_design,backend sql cloud ml,8.67,5000,SC,M,1,1,0
S03795,I005,cloud frontend ml excel,design analysis construction_management,7.57,5000,GEN,F,1,0,0
S01055,I040,python networking seo frontend,social_media design writing,7.97,5000,OBC,M,0,1,0
S01197,I010,construction_management seo,presentation sql,7.04,5000,OBC,M,1,0,0
S03341,I050,analysis ml communication frontend construction_management,ml frontend networking,7.64,5000,GEN,M,0,1,1
S02708,I020,construction_management python,financial_modeling excel presentation,5.05,5000,GEN,M,1,0,0
S02875,I054,ml writing financial_modeling social_media sql,networking sql frontend backend,5.18,5000,OBC,M,0,1,1
S00947,I048,analysis communication,ml java,7.19,5000,ST,M,1,0,0
S01313,I032,seo backend,construction_management surveying autocad design,6.68,5000,OBC,M,0,0,0
S02677,I044,communication presentation financial_modeling frontend,sql presentation financial_modeling,7.52,5000,OBC,F,0,0,0
S00104,I058,ml frontend,cloud sql,6.25,5000,GEN,F,1,0,0
S01212,I025,excel cad_modelling,surveying design,7.05,5000,GEN,M,1,0,0
S00989,I056,presentation surveying java,ml networking python,6.98,5000,GEN,M,1,0,0
S00335,I030,design seo writing,python sql java cloud,7.02,5000,OBC,F,1,0,0
S02954,I057,construction_management java,backend sql cloud ml,7.96,5000,GEN,M,0,0,0
S03106,I016,surveying autocad,manufacturing python,5.72,5000,ST,M,0,0,0
S03592,I023,financial_modeling analysis ml,ml frontend sql java,4.7,5000,GEN,M,1,0,0
S00930,I031,ml cloud sql frontend seo,sql analysis,5.56,5000,GEN,M,0,0,0
S03437,I012,design cad_modelling ml construction_management social_media,writing excel seo,5.86,5000,GEN,F,1,0,0
S03200,I024,analysis communication financial_modeling presentation,python pcb_design design,5.52,5000,SC,M,0,0,0
S02428,I023,communication excel sql construction_management surveying,ml frontend sql java,7.73,5000,GEN,F,1,0,0
S00371,I059,presentation cloud,analysis design manufacturing autocad,5.99,5000,GEN,O,0,0,0
S00360,I059,social_media sql construction_management,analysis design manufacturing autocad,7.73,5000,GEN,M,0,0,0
S00160,I004,communication presentation analysis construction_management autocad,surveying construction_management autocad design,5.98,5000,GEN,M,0,1,1
S00681,I041,design ml,communication design excel seo,6.01,5000,GEN,F,0,0,0
S00564,I058,design pcb_design manufacturing autocad financial_modeling,cloud sql,6.32,5000,SC,F,0,0,0
S01133,I038,presentation writing networking autocad,sql analysis,7.35,5000,GEN,F,1,0,0
S00116,I052,frontend networking autocad ml,cloud ml frontend,6.93,5000,SC,M,0,0,0
